OBJECTID,FULLADDRESS,BuildingName,Square,Lot,Date,MapYear,Permit_Notes,NOTES,Suffix,EDITTYPE,House_Key,House_Type,Extant,Updated,Facade,Flag,Contributing,ArchitectGroup,Developer,Quantity,Rooms,Width,Depth,Number_of_Families,Store,Stories,Permits_Last_Editor,Permits_Last_Edit_Date,RazedFlag,PermitsSource,PermitNumber,Owner,Architect,Builder,Material,Purpose,EstimatedCost,MicrofilmRoll,PermitType,SolidFilled,FoundationMaterial,StoneType,RoofType,FrontMaterial,RoofMaterial,Heat,Shape__Area,Shape__Length
36490,5070 MILLWOOD LANE NW,,1436,36,8/11/1941 12:00:00 AM,1941,,,,,119682.0,Detached,1.0,1.0,building,0.0,,"Cappelman, Eimer","Williams, S. M.",1.0,9.0,67.0,25.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,246365,"Williams, S. M.","Cappelman, Eimer","Williams, S. M.",cinder block & brick,dwelling,14000.0,651,,,cinder block & brick,,pitch,,slate,hot air,246.10546875,74.1455384703367
36681,3833 FULTON STREET NW,,1813,35,6/6/1923 12:00:00 AM,1923,,,,,14246.0,Semi-Det,1.0,1.0,building,0.0,,"Dyer, E. F.","Benton, John E.",1.0,0.0,22.0,35.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,11374,"Benton, John E.","Dyer, E. F.","Dyer, E. F.",hollow tile & brick,dwelling,6000.0,242,,solid,concrete,,pitch,brick,,hot water,244.21484375,69.7273371573366
36746,5315 CATHEDRAL AVENUE NW,,1445,62,6/17/1915 12:00:00 AM,1915,nw cor Jewett st,,,,27096.0,Detached,1.0,1.0,building,0.0,,"Santmyers, George T.",Thrift Building Co.,1.0,0.0,25.0,38.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,5338,Thrift Building Co.,"Santmyers, George T.",Thrift Building Co.,frame,dwelling,3000.0,852,,solid,brick,,pitch,frame,metal,hot water,229.66796875,65.2016773636442
36933,3463 MACOMB STREET NW,,2078,36,11/25/1911 12:00:00 AM,1911,,,,,58467.0,Detached,1.0,1.0,building,0.0,Yes,"Moore, Raymond G.","Taylor, Louise & Chas. H.",1.0,0.0,27.0,37.0,1.0,0.0,2.0,BKRAFT,8/3/2015 4:50:59 PM,0.0,DC Historical Building Permits Database,2686,"Taylor, Charles H.","Moore, Raymond G.","Taylor, Charles H.",frame,dwelling,4500.0,664,,solid,stone,,,,,hot water,353.2734375,85.6580185412203
36956,3834 FULTON STREET NW,,1812,45,4/13/1926 12:00:00 AM,1926,,,,,10226.0,Detached,1.0,1.0,building,0.0,,"Santmyers, George T.","Perry, Samuel",1.0,6.0,38.0,38.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,8525,"Perry, Samuel","Santmyers, George T.","Perry, Samuel",brick & tile,dwelling,10000.0,327,,solid,concrete,,pitch,brick,slate,hot water,315.77734375,74.0296181722431
36976,5063 LOUGHBORO ROAD NW,,1431,807,6/28/1954 12:00:00 AM,1954,,recorded as Sq 1513,,,141594.0,Detached,1.0,1.0,building,0.0,,,Miller (W. C. & A. N.) Development Co.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,BKRAFT,2/29/2016 3:02:07 PM,0.0,DC Historical Building Permits Index,A-56247,Miller (W. C. & A. N.) Development Co.,, ,,dwelling,0.0,,,,,,,,,,346.703125,82.4080768946461
37036,3118 ARIZONA AVENUE NW,,1435,16,7/29/1955 12:00:00 AM,1955,,,E,,136753.0,Detached,1.0,1.0,building,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,BKRAFT,2/29/2016 3:02:16 PM,0.0,DC Historical Building Permits Index,B-1746, ,, ,,dwelling,0.0,,,,,,,,,,292.1796875,75.8171778530612
37185,2548 UNIVERSITY PLACE NW,,2663,828,4/26/1899 12:00:00 AM,1899,,,,,38513.0,Semi-Det,1.0,1.0,building,0.0,,"Campbell, H. A.","Boulter, Wm. E.",1.0,0.0,21.0,66.0,1.0,0.0,3.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,1483,"Boulter, Wm. E.","Campbell, H. A.","Loeffler, Geo. W.",brick,dwelling,5500.0,233,,solid,concrete & brick,,both,brick & stone,tile & tin,hot water,208.98046875,73.4623734258967
37276,3611 NORTON PLACE NW,,1913,6,1/26/1925 12:00:00 AM,1925,,,,,4127.0,Detached,1.0,1.0,building,0.0,Yes,"Oliphant, M. C.","Edgerton, Henry W.",1.0,5.0,29.0,34.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,6545,"Edgerton, Henry W.","Oliphant, M. C.","Simpson, Frank",frame,dwelling,7000.0,277,,solid,concrete,,pitch,frame,composition shingles,hot water,203.7421875,62.8537953630415
37325,2824 CHAIN BRIDGE ROAD NW,,1425,813,1/21/1937 12:00:00 AM,1937,,,,,75059.0,Detached,1.0,1.0,building,0.0,,"Sawyer, Gertrude","Dulles, Eleanor, Mrs.",1.0,11.0,45.0,32.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,198955,"Dulles, Eleanor, Mrs.","Sawyer, Gertrude",Martin Bros.,brick & frame,dwelling,12000.0,569,,,cinder block & brick,,pitch,,slate,hot water,278.77734375,78.113639782629
37536,5100 WATSON STREET NW,,1447,835,8/7/1940 12:00:00 AM,1940,,,,,115669.0,Detached,1.0,1.0,building,0.0,,"Abel, J.H./Dillon & Abel/Berla & Abel","Phillips, Frank S.",1.0,11.0,47.0,34.0,1.0,0.0,2.0,BKRAFT,10/22/2015 6:50:31 PM,0.0,DC Historical Building Permits Database,235315,"Phillips, Frank S.","Abel, Joseph H.","Phillips, Frank S.",brick & tile,dwelling,10000.0,633,,,brick & tile,,mansard,,slate,air conditioning,261.51953125,67.8384227494415
37543,5704 NEBRASKA AVENUE NW,,2312,15,2/16/1932 12:00:00 AM,1932,,,,,67165.0,Detached,1.0,1.0,building,0.0,,"Moss, Louis R.","Karlstromer, Curt R.",1.0,6.0,24.0,28.0,0.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,150529,"Karlstromer, Curt R.","Moss, Louis R.","Karlstromer, Curt R.",brick & frame,dwelling,6000.0,467,,,cinder block,,pitch,,slate,hot water,140.38671875,50.9318441171168
37573,5333 SHERIER PLACE NW,,1441,805,8/17/1938 12:00:00 AM,1938,,,,,107683.0,Detached,1.0,1.0,building,0.0,,"Pruitt, G. Raymond","Shoemaker, Maurice, Mr. & Mrs.",1.0,6.0,24.0,41.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,215703,"Shoemaker, Maurice, Mr. & Mrs.","Pruitt, G. Raymond","Shoemaker, Maurice E.",frame,dwelling,3750.0,602,,,cinder block,,pitch,,composition shingles,hot water,188.296875,58.094847052614
37578,5131 SHERIER PLACE NW,,1418,10,8/8/1904 12:00:00 AM,1904,Clarke & Cottrell sub,,,,,,,,,,,"Lawson, W. H.","Brown, Alexander",1.0,0.0,16.0,25.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,273,"Brown, Alexander","Lawson, W. H.","Lawson, W. H.",frame,dwelling,500.0,296,,solid,brick,,hip,wood,shingles,stove(s),157.27734375,58.0177131666606
37741,5424 NEBRASKA AVENUE NW,,2024,813,8/9/1928 12:00:00 AM,1928,,,,,33526.0,Detached,1.0,1.0,building,0.0,,"Hunter, John Albert","Hunter, John A.",1.0,8.0,27.0,38.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,116360,"Hunter, John A.","Hunter, John Albert","Hunter, John A.",brick & tile,dwelling,11000.0,382,,solid,concrete,,pitch,,slate,yes,258.87109375,71.0221614852497
37894,2344 NEBRASKA AVENUE NW,,1412,32,12/19/1933 12:00:00 AM,1933,,,,,68846.0,Detached,1.0,1.0,building,0.0,,"Hobbs, Ray C.","Hobbs, Ray C.",1.0,5.0,25.0,42.0,0.0,0.0,1.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,168570,"Hobbs, Ray C.","Hobbs, Ray C.","Hobbs, Ray C.",brick & tile,dwelling,6500.0,508,,,hollow tile & brick,,pitch,,slate,hot water,205.67578125,64.4215276799793
37961,5246 LOUGHBORO ROAD NW,,1448,25,3/13/1953 12:00:00 AM,1953,,,,,141605.0,Detached,1.0,1.0,building,0.0,,,"Ghent, Pierre M.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,BKRAFT,2/29/2016 3:02:23 PM,0.0,DC Historical Building Permits Index,A-40583,"Ghent, Pierre M.",, ,,dwelling,0.0,,,,,,,,,,379.43359375,118.033404240801
37973,3233 KLINGLE ROAD NW,,2098,21,11/11/1922 12:00:00 AM,1922,,,,,16209.0,Triplex,1.0,1.0,building,0.0,,Wardman & Waggaman,"Wardman, Harry/Const. Co./et al",3.0,0.0,0.0,0.0,1.0,0.0,2.0,BKRAFT,1/14/2016 3:20:35 PM,0.0,DC Historical Building Permits Database,4698,"Wardman, Harry",Wardman & Waggaman,Wardman Const. Co.,brick & stucco,dwelling,36000.0,232,,solid,concrete,,pitch,stucco,slate,hot water,165.59375,57.651123695448
37974,3231 KLINGLE ROAD NW,,2098,20,11/11/1922 12:00:00 AM,1922,,,,,16208.0,Triplex,1.0,1.0,building,0.0,,Wardman & Waggaman,"Wardman, Harry/Const. Co./et al",3.0,0.0,0.0,0.0,1.0,0.0,2.0,BKRAFT,1/14/2016 3:20:35 PM,0.0,DC Historical Building Permits Database,4698,"Wardman, Harry",Wardman & Waggaman,Wardman Const. Co.,brick & stucco,dwelling,36000.0,232,,solid,concrete,,pitch,stucco,slate,hot water,150.359375,55.7167886588314
37975,3229 KLINGLE ROAD NW,,2098,19,11/11/1922 12:00:00 AM,1922,,,,,16207.0,Triplex,1.0,1.0,building,0.0,,Wardman & Waggaman,"Wardman, Harry/Const. Co./et al",3.0,0.0,0.0,0.0,1.0,0.0,2.0,BKRAFT,1/14/2016 3:20:35 PM,0.0,DC Historical Building Permits Database,4698,"Wardman, Harry",Wardman & Waggaman,Wardman Const. Co.,brick & stucco,dwelling,36000.0,232,,solid,concrete,,pitch,stucco,slate,hot water,155.38671875,56.9178449465238
38040,3249 NEWARK STREET NW,,2073,830,11/13/1896 12:00:00 AM,1896,"E of Blk 8, ""No plan decided on for this section""","east of block 8"" puts it on the N side of Newark",,,40701.0,Detached,1.0,1.0,building,0.0,Yes,"Pyle, F. B.",Cleveland Park Co./Sherman Family,1.0,0.0,28.0,36.0,0.0,0.0,2.0,BKRAFT,8/3/2015 4:57:50 PM,0.0,DC Historical Building Permits Database,633,Cleveland Park Co.,"Pyle, F. B.",Simpson (John) & Sons,frame,dwelling,4000.0,211,,solid,brick & stone,,pitch,weatherboard,shingles,furnace,378.8515625,90.3501240494314
38165,4830 LOUGHBORO ROAD NW,,1427,10,7/26/1950 12:00:00 AM,1950,permitted at Sq 1515S,,,,141595.0,Detached,1.0,1.0,building,0.0,,,"Hessick, Fred",1.0,0.0,0.0,0.0,0.0,0.0,0.0,BKRAFT,2/29/2016 3:02:07 PM,0.0,DC Historical Building Permits Index,A-10579,"Hessick, Fred",, ,,dwelling,0.0,,,,,,,,,,644.89453125,141.764517492734
38264,5407 CAROLINA PLACE NW,,1443,85,4/16/1921 12:00:00 AM,1921,,,,,20554.0,Detached,1.0,1.0,building,0.0,,"Walsh, J. C.","Marceron, James A.",1.0,0.0,25.0,34.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,6074,"Marceron, James A.","Walsh, J. C.","Home Building League, Inc.",frame,dwelling,8000.0,201,,solid,brick,,pitch,brick,composition,hot water,262.171875,68.6291150960591
38404,3301 NEBRASKA AVENUE NW,,1604,33,6/8/1939 12:00:00 AM,1939,,,,,110329.0,Detached,1.0,1.0,building,0.0,,"Johannes, Dana B., Jr.",Barkley Bros. Inc.,1.0,6.0,0.0,0.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,223661,Barkley Bros. Inc.,"Johannes, Dana B., Jr.",Barkley Bros. Inc.,c. b. & brick,dwelling,9000.0,615,,,c. b. & brick,,pitch,,slate,air conditioning,184.53125,63.0378170896753
38413,5000 NEBRASKA AVENUE NW,,1879,41,11/2/1940 12:00:00 AM,1940,,,,,116899.0,Detached,1.0,1.0,building,0.0,,"Johannes, Dana B., Jr.",Barkley Bros. Inc.,1.0,6.0,24.0,28.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,238232,Barkley Bros. Inc.,"Johannes, Dana B., Jr.",Barkley Bros. Inc.,cinder block & brick,dwelling,9500.0,638,,,cinder block & brick,,pitch,,slate,air conditioning,197.625,61.3825771503899
38426,3462 MACOMB STREET NW,,2089,16,10/17/1912 12:00:00 AM,1912,,,,,60819.0,Detached,1.0,1.0,building,0.0,Yes,"Moore, Raymond","Taylor, Louise & Chas. H.",1.0,0.0,27.0,37.0,1.0,0.0,2.0,BKRAFT,8/3/2015 4:48:33 PM,0.0,DC Historical Building Permits Database,1987,"Taylor, Louise","Moore, Raymond","Taylor, Chas. H.",frame,dwelling,5000.0,715,,yes,stone,,,stucco,,,286.82421875,72.4036536126879
38457,2827 ARIZONA AVENUE NW,,1420,811,7/27/1955 12:00:00 AM,1955,,,,,136740.0,Detached,1.0,1.0,building,0.0,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,BKRAFT,2/29/2016 3:02:16 PM,0.0,DC Historical Building Permits Index,B-1670, ,, ,,dwelling,0.0,,,,,,,,,,212.921875,72.7197263089023
38458,2825 ARIZONA AVENUE NW,,1420,812,7/27/1955 12:00:00 AM,1955,,,,,136739.0,Detached,1.0,1.0,building,0.0,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,BKRAFT,2/29/2016 3:02:16 PM,0.0,DC Historical Building Permits Index,B-1670, ,, ,,dwelling,0.0,,,,,,,,,,110.8671875,42.2989856866176
38499,4516 GARFIELD STREET NW,,1339,34,7/31/1928 12:00:00 AM,1928,,,,,33494.0,Detached,1.0,1.0,building,0.0,,"MacNeil, G. E.","Miller, W. C. & A. N.",1.0,8.0,47.0,33.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,116149,"Miller, W. C. & A. N.","MacNeil, G. E.","Miller, W. C. & A. N.",brick,dwelling,12125.0,382,,solid,concrete,,pitch,,slate,hot water,427.55078125,102.175619962778
38548,4725 MACARTHUR BOULEVARD NW,,1371,65,12/21/1925 12:00:00 AM,1925,,,,,8970.0,Detached,1.0,1.0,building,0.0,,"Schutz, A. H., Keystone","Rettstatt, Ida & W. G.",1.0,12.0,28.0,42.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,5465,"Rettstatt, Ida & W. G.","Schutz, A. H., Keystone",Keystone Co. Inc.,concrete & hollow tile,dwelling,11000.0,321,,solid,concrete,,pitch,concrete & h. tile,composition,hot water,302.01953125,77.2954382521101
38636,4412 EDMUNDS STREET NW,,1340,815,7/16/1935 12:00:00 AM,1935,,,,,70972.0,Detached,1.0,1.0,building,0.0,,"Cappelman, Eimer","Phillips & Canby, Inc.",1.0,10.0,42.0,27.0,0.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,182461,"Phillips & Canby, Inc.","Cappelman, Eimer","Phillips & Canby, Inc.",brick,dwelling,10000.0,537,,,tile,,pitch,,slate,hot water,224.94140625,66.0946979453508
38689,4438 LOWELL STREET NW,,1607,805,7/3/1931 12:00:00 AM,1931,,,,,66033.0,Detached,1.0,1.0,building,0.0,,"MacNeil, G. E.","Miller, W. C. & A. N.",1.0,7.0,33.0,26.0,0.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,144418,"Miller, W. C. & A. N.","MacNeil, G. E.","Miller, W. C. & A. N.",brick,dwelling,8200.0,451,,,brick,,pitch,,slate,hot water,146.3203125,48.4667862133458
38735,5545 POTOMAC AVENUE NW,,1449,102,7/18/1928 12:00:00 AM,1928,cor Macomb st,,,,33303.0,Detached,1.0,1.0,building,0.0,,"Wilkinson, J. Lee","Gore, William E.",1.0,,35.0,39.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,115790,"Gore, William E.","Wilkinson, J. Lee","Gore, William E.",brick & tile,dwelling,16000.0,381,,solid,concrete,,mansard,,slate,hot water,426.67578125,95.5159096833597
38808,5051 MILLWOOD LANE NW,,1434,14,9/11/1939 12:00:00 AM,1939,,,,,111136.0,Detached,1.0,1.0,building,0.0,,"Cappelman, Eimer","Radcliffe, Harry E.",1.0,8.0,57.0,25.0,1.0,0.0,3.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,226198,"Radcliffe, Harry E.","Cappelman, Eimer",korzendorfer & Brooks Inc.,cinder block & brick,dwelling,15000.0,619,,,cinder block,,pitch,,slate,air conditioning,205.0078125,69.0356508992556
38811,3806 FULTON STREET NW,,1812,40,11/20/1924 12:00:00 AM,1924,,,,,3541.0,Duplex,1.0,1.0,building,0.0,,Frederick (W. F.) Co.,"Herbert, Jos. A.",4.0,0.0,23.0,38.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,5079,"Herbert, Jos. A.",Frederick (W. F.) Co.,"Herbert, Jos. A.",brick,dwelling,40000.0,274,,solid,brick & concrete,,shed roof,brick,tin,hot water,192.91015625,61.8155741474789
38812,3800 FULTON STREET NW,,1812,43,11/20/1924 12:00:00 AM,1924,,,,,3538.0,Duplex,1.0,1.0,building,0.0,,Frederick (W. F.) Co.,"Herbert, Jos. A.",4.0,0.0,23.0,38.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,5079,"Herbert, Jos. A.",Frederick (W. F.) Co.,"Herbert, Jos. A.",brick,dwelling,40000.0,274,,solid,brick & concrete,,shed roof,brick,tin,hot water,229.703125,66.8796575830894
38813,3804 FULTON STREET NW,,1812,41,11/20/1924 12:00:00 AM,1924,,,,,3540.0,Duplex,1.0,1.0,building,0.0,,Frederick (W. F.) Co.,"Herbert, Jos. A.",4.0,0.0,23.0,38.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,5079,"Herbert, Jos. A.",Frederick (W. F.) Co.,"Herbert, Jos. A.",brick,dwelling,40000.0,274,,solid,brick & concrete,,shed roof,brick,tin,hot water,211.640625,72.0290314459249
38814,3802 FULTON STREET NW,,1812,42,11/20/1924 12:00:00 AM,1924,,,,,3539.0,Duplex,1.0,1.0,building,0.0,,Frederick (W. F.) Co.,"Herbert, Jos. A.",4.0,0.0,23.0,38.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,5079,"Herbert, Jos. A.",Frederick (W. F.) Co.,"Herbert, Jos. A.",brick,dwelling,40000.0,274,,solid,brick & concrete,,shed roof,brick,tin,hot water,198.2890625,67.2172921695745
38815,3900 NEBRASKA AVENUE NW,"David D. Lawrence Mansion, Swedish Ambassador's Residence",1596,811,1/18/1924 12:00:00 AM,1924,,Sweden,,,2649.0,Detached,1.0,1.0,building,0.0,,"Heaton, Arthur B.","Lawrence, David",1.0,0.0,120.0,72.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,5940,"Lawrence, David","Heaton, Arthur B.",Lipscomb (Wm. P.) Co. Inc.,t. c. & stucco,dwelling,76000.0,252,,solid,concrete,rubble,pitch,stucco & stone,slate,steam or vapor,1082.11328125,198.767310545726
39135,5243 SHERIER PLACE NW,,1417,805,7/14/1924 12:00:00 AM,1924,,,,,,,,,,,,Sears Roebuck & Co.,"Amberger, Catherine M.",1.0,5.0,24.0,25.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,332,"Amberger, Catherine M.",Sears Roebuck & Co., ,frame,dwelling,5000.0,264,,solid,concrete block,,pitch,frame,?,hot water,157.99609375,52.0585531602293
39146,5404 MACOMB STREET NW,,1449,812,4/10/1922 12:00:00 AM,1922,,,,,18346.0,Detached,1.0,1.0,building,0.0,,,"Hess, M. H.",1.0,0.0,24.0,25.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,7145,"Hess, M. H.",,"Hess, M. H.",frame,dwelling,5500.0,217,,solid,"cement block, cement",,pitch,frame,asphalt shingles,furnace,205.1171875,60.5185531411077
39327,2945 MACOMB STREET NW,,2082,36,2/19/1906 12:00:00 AM,1906,,,,,46316.0,Detached,1.0,1.0,building,0.0,Yes,"Sherman, John or Ella B.",Cleveland Park Co./Sherman Family,1.0,0.0,26.0,39.0,1.0,0.0,2.0,BKRAFT,8/4/2015 10:31:57 AM,0.0,DC Historical Building Permits Database,2125,"Sherman, John","Sherman, John",Building & Supply Co.,frame,dwelling,5500.0,349,,solid,stone,,pitch,frame,shingles,hot air,262.52734375,75.2790482010829
39414,3300 NEWARK STREET NW,,2079,832,1/20/1920 12:00:00 AM,1920,,,,,21729.0,Detached,1.0,1.0,building,0.0,Yes,"Beresford, R. F.","Browning, William L.",1.0,0.0,40.0,30.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,3983,"Browning, William L.","Beresford, R. F.","Lewis, T. L.",brick & frame,dwelling,15000.0,184,,solid,stone,,pitch,brick,slate,hot water,311.1953125,84.3099698347827
39472,5426 CAROLINA PLACE NW,,1443,819,3/31/1952 12:00:00 AM,1952,frame,,,,137543.0,Detached,1.0,1.0,building,0.0,,,"Servis, Frank J.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,BKRAFT,2/29/2016 3:02:07 PM,0.0,DC Historical Building Permits Index,A-29270,"Servis, Frank J.",, ,,dwelling,0.0,,,,,,,,,,232.94921875,64.801517657968
39538,5735 SHERIER PLACE NW,,1453,72,8/5/1919 12:00:00 AM,1919,,,,,22467.0,Detached,1.0,1.0,building,0.0,,"White, Chas.","Stewart, W. Leonard",2.0,0.0,22.0,28.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,818,"Stewart, W. Leonard","White, Chas.","Stewart, W. Leonard",frame,dwelling,8000.0,177,,solid,concrete,,pitch,wood,asbestos,hot water,277.4609375,78.1921499920782
39539,5737 SHERIER PLACE NW,,1453,891,8/5/1919 12:00:00 AM,1919,,,,,22468.0,Detached,1.0,1.0,building,0.0,,"White, Chas.","Stewart, W. Leonard",2.0,0.0,22.0,28.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,818,"Stewart, W. Leonard","White, Chas.","Stewart, W. Leonard",frame,dwelling,8000.0,177,,solid,concrete,,pitch,wood,asbestos,hot water,228.83203125,72.3792421779815
39542,3145 NEWARK STREET NW,,2073,831,10/3/1922 12:00:00 AM,1922,,,,,16560.0,Detached,1.0,1.0,building,0.0,Yes,"Miller, W. C. & A. N.","Miller, W. C. & A. N.",1.0,0.0,40.0,29.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,3362,"Miller, W. C. & A. N.","Miller, W. C. & A. N.","Miller, W. C. & A. N.",stone,dwelling,20000.0,230,,solid,stone,C. C. granite,pitch,stone,shingles,hot water,262.8203125,71.3980496221846
39554,3325 GARFIELD STREET NW,,2118,35,5/4/1925 12:00:00 AM,1925,,,,,5637.0,Detached,1.0,1.0,building,0.0,,"Landvoigt, A. E. (et al)",Hedges & Middleton,1.0,9.0,36.0,35.0,1.0,0.0,3.0,BKRAFT,10/1/2015 5:17:46 PM,0.0,DC Historical Building Permits Database,9908,Hedges & Middleton,"Landvoigt, A. E.",Hedges & Middleton,brick & tile,dwelling,15000.0,284,,solid,concrete,,slip,stucco,slate,hot water,213.796875,60.9060186413501
39615,3801 FULTON STREET NW,,1813,73,4/11/1918 12:00:00 AM,1918,,,,,23653.0,Detached,1.0,1.0,building,0.0,,"McIntyre, J. H.","Fabre, Elie",1.0,0.0,23.0,32.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,2784,"Fabre, Elie","McIntyre, J. H.","Fabre, Elie",brick,dwelling,3400.0,164,,solid,concrete,,pitch,brick,slate,hot water,430.375,105.928731434563
39683,5117 MACOMB STREET NW,,1446,5,2/13/1940 12:00:00 AM,1940,,,,,112336.0,Detached,1.0,1.0,building,0.0,,Kirkhuff & Bagley,Barnaby Woods Development Co.,1.0,7.0,42.0,25.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,229717,Barnaby Woods Development Co.,Kirkhuff & Bagley,Barnaby Woods Development Co.,cinder block & brick,dwelling,11000.0,624,,,c. b. & brick,,pitch,,slate,air conditioning,373.0078125,99.944911110251
39686,5339 NEBRASKA AVENUE NW,,2027,34,9/18/1930 12:00:00 AM,1930,,,,,64751.0,Detached,1.0,1.0,building,0.0,,"Norton, Claude N.","Huddleson, H. P.",2.0,7.0,33.0,24.0,0.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,136239,"Huddleson, H. P.","Norton, Claude N.","Huddleson, H. P.",brick & stone & frame,dwelling,16000.0,427,,,brick & tile,,pitch,,asphalt shingles,hot water,168.1328125,57.1318513113268
39687,5335 NEBRASKA AVENUE NW,,2027,36,9/18/1930 12:00:00 AM,1930,,,,,64750.0,Detached,1.0,1.0,building,0.0,,"Norton, Claude N.","Huddleson, H. P.",2.0,7.0,33.0,24.0,0.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,136239,"Huddleson, H. P.","Norton, Claude N.","Huddleson, H. P.",brick & stone & frame,dwelling,16000.0,427,,,brick & tile,,pitch,,asphalt shingles,hot water,150.89453125,52.2128962583963
39735,5401 GALENA PLACE NW,,1443,93,6/26/1922 12:00:00 AM,1922,next to W & GF E Co. Rt of Way,,,,17472.0,Detached,1.0,1.0,building,0.0,,"Speet, B.","Welch, John E.",1.0,0.0,26.0,30.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,10048,"Welch, John E.","Speet, B.","Speet, B.",frame,dwelling,6000.0,223,,solid,concrete,,pitch,frame,Shingles,hot water,271.6484375,70.5804908156462
39763,5307 POTOMAC AVENUE NW,,1442,99,9/19/1939 12:00:00 AM,1939,,,,,111232.0,Detached,1.0,1.0,building,0.0,,"Grahame, Finlayson","Holtgreve, W. F., Mrs.",1.0,6.0,36.0,27.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,226472,"Holtgreve, W. F., Mrs.","Grahame, Finlayson","Graheme, Robert A.",,dwelling,8500.0,619,,,cinder block,,pitch,,slate,air conditioning,241.50390625,63.0606275522175
